IP,PORT,匿名度,类型,位置,响应速度,最后验证时间
183.224.12.73,80,透明,HTTP,云南省,3秒,2014-10-08 16:30:14,
211.162.79.76,80,透明,HTTP,广东省 深圳市,19秒,2014-10-08 15:30:24,
180.168.208.117,8080,透明,HTTP,上海市,6秒,2014-10-08 14:30:16,
49.93.207.146,80,透明,HTTP,江苏省 南京市,21秒,2014-10-08 13:30:27,
111.161.126.84,80,透明,HTTP,天津市,2秒,2014-10-08 12:30:04,
122.141.243.131,80,透明,HTTP,吉林省 长春市,5秒,2014-10-08 11:30:35,
218.29.155.198,9999,透明,HTTP,河南省 郑州市,2秒,2014-10-08 10:30:24,
113.105.224.85,80,透明,HTTP,广东省 佛山市,3秒,2014-10-08 09:30:45,
112.91.208.78,9999,透明,HTTP,广东省 潮州市,3秒,2014-10-08 08:30:55,
210.13.100.94,8080,透明,HTTP,上海市,2秒,2014-10-08 07:30:36,
222.85.1.123,8118,透明,HTTP,河南省 许昌市,13秒,2014-10-08 06:30:16,
118.244.213.6,3128,透明,HTTP,北京市,15秒,2014-10-08 05:30:18,
183.129.161.28,3128,透明,HTTP,浙江省 杭州市,7秒,2014-10-08 04:30:11,
14.144.215.23,9999,透明,HTTP,广东省 佛山市,3秒,2014-10-08 03:30:34,
14.29.125.188,80,透明,HTTP,广东省,12秒,2014-10-08 02:30:17,
113.57.252.103,80,透明,HTTP,湖北省 武汉市,2秒,2014-10-08 01:30:06,
211.162.79.69,80,透明,HTTP,广东省 深圳市,24秒,2014-10-08 00:30:33,
186.247.238.144,8080,透明,HTTP,浙江省 台州市,2秒,2014-10-07 23:30:39,
183.129.161.28,3128,透明,HTTP,浙江省 杭州市,4秒,2014-10-07 22:30:08,
58.248.81.11,9999,透明,HTTP,广东省 广州市,10秒,2014-10-07 21:30:20,
14.154.182.106,9999,透明,HTTP,广东省 深圳市,5秒,2014-10-07 20:30:45,
113.97.119.43,9999,透明,HTTP,广东省 深圳市,4秒,2014-10-07 19:30:56,
116.25.238.167,9999,透明,HTTP,广东省 深圳市,17秒,2014-10-07 18:05:18,
202.104.188.94,3128,透明,HTTP,广东省 珠海市,6秒,2014-10-07 17:30:36,
113.105.224.79,80,透明,HTTP,广东省 佛山市,3秒,2014-10-07 16:30:31,
14.18.16.67,80,透明,HTTP,广东省 广州市,2秒,2014-10-07 15:30:05,
61.163.55.3,9000,透明,HTTP,河南省 新乡市,4秒,2014-10-07 14:30:14,
183.233.129.80,9000,透明,HTTP,广东省 广州市,9秒,2014-10-07 13:30:42,
49.93.211.253,3128,透明,HTTP,江苏省 南京市,2秒,2014-10-07 12:26:29,
58.253.238.243,80,透明,HTTP,广东省 肇庆市,8秒,2014-10-07 11:30:12,
106.38.206.92,80,透明,HTTP,北京市,1秒,2014-10-07 10:02:07,
202.202.121.138,3128,透明,HTTP,重庆市,90秒,2014-10-07 09:05:20,
223.72.181.50,3128,透明,HTTP,北京市,4秒,2014-10-07 08:00:35,
121.34.69.203,9000,透明,HTTP,广东省 深圳市,5秒,2014-10-07 07:00:50,
183.11.81.22,9999,透明,HTTP,广东省 深圳市,6秒,2014-10-07 06:03:43,
120.197.53.198,8080,透明,HTTP,广东省 广州市,5秒,2014-10-07 05:00:43,
183.63.149.110,3128,透明,HTTP,广东省 广州市,3秒,2014-10-07 04:00:11,
218.75.205.72,9999,透明,HTTP,湖南省 株洲市,16秒,2014-10-07 03:00:34,
125.88.162.20,9999,透明,HTTP,广东省 广州市,9秒,2014-10-07 02:00:30,
14.18.16.71,80,透明,HTTP,广东省 广州市,2秒,2014-10-07 01:30:16,
211.157.135.87,8080,透明,HTTP,北京市,0.4秒,2014-10-07 00:01:59,
211.162.79.75,80,透明,HTTP,广东省 深圳市,23秒,2014-10-06 23:30:29,
103.244.80.40,80,透明,HTTP,北京市,12秒,2014-10-06 22:30:15,
58.253.238.243,80,透明,HTTP,广东省 肇庆市,2秒,2014-10-06 21:30:08,
122.72.120.45,80,透明,HTTP,,2秒,2014-10-06 20:30:20,
112.5.16.50,80,透明,HTTP,福建省 泉州市,3秒,2014-10-06 19:30:07,
60.250.81.97,80,透明,HTTP,台湾省,8秒,2014-10-06 18:30:24,
113.140.99.193,3128,透明,HTTP,陕西省 西安市,24秒,2014-10-06 17:00:54,
183.57.78.93,80,透明,HTTP,广东省 广州市,8秒,2014-10-06 16:30:12,
14.18.16.71,80,透明,HTTP,广东省 广州市,4秒,2014-10-06 15:30:07,
117.37.232.17,80,透明,HTTP,陕西省 西安市,17秒,2014-10-06 14:30:54,
119.4.115.51,8090,透明,HTTP,四川省 成都市,5秒,2014-10-06 13:30:27,
202.112.128.91,3128,透明,HTTP,北京市,17秒,2014-10-06 12:30:49,
116.7.168.72,9999,透明,HTTP,广东省 广州市,1秒,2014-10-06 11:30:39,
14.18.16.70,80,透明,HTTP,广东省 广州市,2秒,2014-10-06 10:30:04,
119.190.35.154,8080,透明,HTTP,山东省 潍坊市,1秒,2014-10-06 09:30:07,
122.72.120.45,80,透明,HTTP,,10秒,2014-10-06 08:30:28,
58.241.164.146,80,透明,HTTP,江苏省 南通市,3秒,2014-10-06 07:30:16,
111.161.126.91,8080,透明,HTTP,天津市,4秒,2014-10-06 06:30:08,
182.90.26.66,80,透明,HTTP,广西壮族自治区梧州市,4秒,2014-10-06 05:30:35,
210.75.14.157,80,透明,HTTP,广东省 深圳市,4秒,2014-10-06 04:30:08,
106.38.206.92,80,透明,HTTP,北京市,2秒,2014-10-06 03:30:48,
58.253.238.242,80,透明,HTTP,广东省 肇庆市,1秒,2014-10-06 02:30:09,
106.38.206.92,80,透明,HTTP,北京市,6秒,2014-10-06 01:30:37,
182.118.31.110,80,透明,HTTP,河南省 郑州市,1秒,2014-10-06 00:30:11,
115.238.23.9,80,透明,HTTP,浙江省 杭州市,2秒,2014-10-05 23:30:29,
113.97.117.91,9000,透明,HTTP,广东省 深圳市,4秒,2014-10-05 22:30:44,
110.84.129.27,8888,透明,HTTP,福建省 厦门市,2秒,2014-10-05 21:30:10,
60.221.252.107,80,透明,HTTP,山西省 临汾市,2秒,2014-10-05 20:30:36,
123.150.68.130,80,透明,HTTP,天津市,16秒,2014-10-05 19:30:34,
49.93.217.189,80,透明,HTTP,江苏省 南京市,2秒,2014-10-05 18:04:07,
111.1.36.165,80,透明,HTTP,浙江省 杭州市,7秒,2014-10-05 17:30:15,
111.13.2.141,80,透明,HTTP,北京市,4秒,2014-10-05 16:30:15,
14.221.137.246,3128,透明,HTTP,广东省 东莞市,10秒,2014-10-05 15:00:56,
58.248.22.41,808,透明,HTTP,广东省 广州市,6秒,2014-10-05 14:30:09,
59.46.72.245,8080,透明,HTTP,辽宁省 沈阳市,4秒,2014-10-05 13:30:13,
119.90.36.42,80,透明,HTTP,北京市,4秒,2014-10-05 12:30:08,
111.1.60.210,80,透明,HTTP,浙江省 杭州市,9秒,2014-10-05 11:30:11,
113.105.224.77,80,透明,HTTP,广东省 佛山市,8秒,2014-10-05 10:30:43,
61.158.173.188,9999,透明,HTTP,河南省 商丘市,8秒,2014-10-05 09:30:12,
111.1.60.210,80,透明,HTTP,浙江省 杭州市,2秒,2014-10-05 08:30:13,
210.75.14.154,80,透明,HTTP,广东省 深圳市,3秒,2014-10-05 07:30:10,
113.106.93.42,3128,透明,HTTP,广东省 深圳市,21秒,2014-10-05 06:30:43,
125.39.66.68,80,透明,HTTP,天津市,4秒,2014-10-05 05:30:13,
113.105.224.77,80,透明,HTTP,广东省 佛山市,3秒,2014-10-05 04:30:57,
106.38.206.92,80,透明,HTTP,北京市,7秒,2014-10-05 03:30:47,
111.161.126.85,80,透明,HTTP,天津市,3秒,2014-10-05 02:30:12,
223.68.6.10,8000,透明,HTTP,江苏省 宿迁市,6秒,2014-10-05 01:30:20,
221.204.223.183,54186,透明,HTTP,山西省 太原市,5秒,2014-10-05 00:30:08,
122.200.90.172,3128,透明,HTTP,北京市,10秒,2014-10-04 23:30:12,
182.118.31.110,80,透明,HTTP,河南省 郑州市,11秒,2014-10-04 22:30:21,
183.224.12.73,80,透明,HTTP,云南省,4秒,2014-10-04 21:30:22,
111.1.36.165,80,透明,HTTP,浙江省 杭州市,12秒,2014-10-04 20:30:20,
60.221.253.204,80,透明,HTTP,山西省 临汾市,3秒,2014-10-04 19:30:06,
113.140.111.151,80,透明,HTTP,陕西省 西安市,20秒,2014-10-04 18:30:52,
112.95.56.240,9999,透明,HTTP,广东省 深圳市,3秒,2014-10-04 17:30:35,
111.13.2.138,80,透明,HTTP,北京市,15秒,2014-10-04 16:30:23,
49.90.25.210,3128,透明,HTTP,江苏省 南京市,9秒,2014-10-04 15:03:55,
218.90.174.167,3128,透明,HTTP,江苏省 无锡市,10秒,2014-10-04 14:30:12,
221.182.62.114,9999,透明,HTTP,四川省 达州市,5秒,2014-10-04 13:30:07,
61.164.92.254,9999,透明,HTTP,浙江省 宁波市,8秒,2014-10-04 12:30:13,
103.244.80.40,80,透明,HTTP,北京市,4秒,2014-10-04 11:30:07,
123.52.130.52,9999,透明,HTTP,河南省 洛阳市,2秒,2014-10-04 10:30:04,
111.161.126.85,80,透明,HTTP,天津市,2秒,2014-10-04 09:30:05,
60.250.81.97,80,透明,HTTP,台湾省,7秒,2014-10-04 08:30:23,
202.104.188.94,3128,透明,HTTP,广东省 珠海市,9秒,2014-10-04 07:30:13,
221.122.121.8,80,透明,HTTP,北京市,0.6秒,2014-10-04 06:30:27,
61.142.43.23,3128,透明,HTTP,广东省 东莞市,9秒,2014-10-04 05:30:32,
118.114.89.107,9999,透明,HTTP,四川省 成都市,1秒,2014-10-04 04:30:46,
110.189.92.2,3128,透明,HTTP,四川省 乐山市,0.3秒,2014-10-04 03:31:00,
42.96.139.43,8888,透明,HTTP,北京市,26秒,2014-10-04 02:30:34,
58.194.180.176,3128,透明,HTTP,山东省 济南市,10秒,2014-10-04 01:30:16,
183.63.149.110,3128,透明,HTTP,广东省 广州市,7秒,2014-10-04 00:30:10,
218.29.155.198,9999,透明,HTTP,河南省 郑州市,6秒,2014-10-03 23:30:10,
58.49.59.107,80,透明,HTTP,湖北省 武汉市,2秒,2014-10-03 22:30:41,
101.69.167.85,80,透明,HTTP,浙江省 湖州市,12秒,2014-10-03 21:30:29,
183.224.12.73,80,透明,HTTP,云南省,4秒,2014-10-03 20:30:19,
122.72.99.2,80,透明,HTTP,,5秒,2014-10-03 19:30:14,
113.12.155.20,3128,透明,HTTP,广西壮族自治区南宁市,5秒,2014-10-03 18:04:19,
221.204.223.178,54186,透明,HTTP,山西省 太原市,6秒,2014-10-03 17:30:09,
218.5.74.174,80,透明,HTTP,福建省 厦门市,12秒,2014-10-03 16:30:20,
115.238.23.9,80,透明,HTTP,浙江省 杭州市,2秒,2014-10-03 15:30:45,
14.18.16.67,80,透明,HTTP,广东省 广州市,2秒,2014-10-03 14:30:05,
58.241.164.146,80,透明,HTTP,江苏省 南通市,4秒,2014-10-03 13:30:19,
49.90.6.71,80,透明,HTTP,江苏省 南京市,8秒,2014-10-03 12:05:06,
14.18.16.67,80,透明,HTTP,广东省 广州市,7秒,2014-10-03 11:30:15,
49.93.208.194,3128,透明,HTTP,江苏省 南京市,5秒,2014-10-03 10:30:21,
223.202.68.83,3129,透明,HTTP,北京市,3秒,2014-10-03 09:30:50,
123.150.68.130,80,透明,HTTP,天津市,2秒,2014-10-03 08:30:27,
60.12.119.120,80,透明,HTTP,浙江省 湖州市,14秒,2014-10-03 07:30:30,
49.93.13.118,80,透明,HTTP,江苏省 南京市,19秒,2014-10-03 06:30:33,
223.202.68.83,3129,透明,HTTP,北京市,4秒,2014-10-03 05:30:09,
58.67.193.66,8888,透明,HTTP,广西壮族自治区南宁市,4秒,2014-10-03 04:30:10,
125.39.66.69,80,透明,HTTP,天津市,11秒,2014-10-03 03:30:18,
180.175.88.50,9999,透明,HTTP,上海市,1秒,2014-10-03 02:30:45,
183.22.158.93,9999,透明,HTTP,广东省 东莞市,5秒,2014-10-03 01:00:56,
60.250.81.118,80,透明,HTTP,台湾省,9秒,2014-10-03 00:30:25,
221.122.121.3,80,透明,HTTP,北京市,3秒,2014-10-02 23:30:35,
202.104.188.94,3128,透明,HTTP,广东省 珠海市,3秒,2014-10-02 22:30:32,
221.5.69.51,80,透明,HTTP,广东省 肇庆市,2秒,2014-10-02 21:30:06,
119.4.115.51,8090,透明,HTTP,四川省 成都市,8秒,2014-10-02 20:30:11,
58.253.240.145,8080,透明,HTTP,广东省 云浮市,3秒,2014-10-02 19:30:36,
116.204.94.9,8080,透明,HTTP,广东省 深圳市,8秒,2014-10-02 18:30:56,
117.139.109.124,3128,透明,HTTP,四川省 宜宾市,15秒,2014-10-02 17:30:17,
218.90.174.167,3128,透明,HTTP,江苏省 无锡市,7秒,2014-10-02 16:30:17,
121.12.255.212,8086,透明,HTTP,广东省 中山市,8秒,2014-10-02 15:30:32,
61.158.173.14,8080,透明,HTTP,河南省 商丘市,5秒,2014-10-02 14:30:19,
120.197.53.196,8080,透明,HTTP,广东省 广州市,5秒,2014-10-02 13:30:35,
125.39.66.75,80,透明,HTTP,天津市,16秒,2014-10-02 12:00:59,
222.222.251.185,9999,透明,HTTP,河北省 邯郸市,6秒,2014-10-02 11:30:37,
122.112.4.132,8080,透明,HTTP,北京市,12秒,2014-10-02 10:30:21,
113.27.184.183,80,透明,HTTP,山西省 太原市,2秒,2014-10-02 09:25:41,
101.69.167.85,80,透明,HTTP,浙江省 湖州市,11秒,2014-10-02 08:30:26,
171.121.141.150,8080,透明,HTTP,山西省 临汾市,5秒,2014-10-02 07:30:36,
211.144.81.69,18000,透明,HTTP,上海市,6秒,2014-10-02 06:30:31,
122.72.99.8,80,透明,HTTP,,6秒,2014-10-02 05:30:15,
121.35.206.161,8888,透明,HTTP,广东省 深圳市,2秒,2014-10-02 04:00:37,
180.168.208.117,8080,透明,HTTP,上海市,3秒,2014-10-02 03:30:26,
123.150.68.130,80,透明,HTTP,天津市,0.9秒,2014-10-02 02:00:30,
120.210.202.4,80,透明,HTTP,安徽省,13秒,2014-10-02 01:00:41,
202.112.128.91,3128,透明,HTTP,北京市,10秒,2014-10-02 00:30:14,
103.244.80.40,81,透明,HTTP,北京市,6秒,2014-10-01 23:30:23,
203.195.195.215,8888,透明,HTTP,广东省 深圳市,4秒,2014-10-01 22:30:57,
221.182.62.115,9999,透明,HTTP,四川省 达州市,9秒,2014-10-01 21:30:11,
221.122.121.3,80,透明,HTTP,北京市,17秒,2014-10-01 20:30:52,
211.162.79.66,80,透明,HTTP,广东省 深圳市,11秒,2014-10-01 19:30:14,
36.42.137.239,3128,透明,HTTP,陕西省 西安市,22秒,2014-10-01 18:30:26,
1.175.61.226,80,透明,HTTP,台湾省,6秒,2014-10-01 17:30:45,
14.218.251.180,9999,透明,HTTP,广东省 东莞市,1秒,2014-10-01 16:30:38,
219.131.242.205,9999,透明,HTTP,广东省 珠海市,2秒,2014-10-01 15:04:10,
211.144.81.69,18000,透明,HTTP,上海市,18秒,2014-10-01 14:30:39,
122.141.243.131,80,透明,HTTP,吉林省 长春市,7秒,2014-10-01 13:30:11,
110.84.129.27,8888,透明,HTTP,福建省 厦门市,1秒,2014-10-01 12:30:04,
60.250.81.118,80,透明,HTTP,台湾省,9秒,2014-10-01 11:30:25,
113.57.252.107,80,透明,HTTP,湖北省 武汉市,5秒,2014-10-01 10:30:08,
180.173.195.44,80,透明,HTTP,上海市,0.2秒,2014-10-01 09:04:20,
163.125.197.66,9999,透明,HTTP,广东省 深圳市,8秒,2014-10-01 08:30:51,
121.40.156.32,808,透明,HTTP,浙江省 杭州市,4秒,2014-10-01 07:30:17,
163.125.159.58,9999,透明,HTTP,广东省 深圳市,5秒,2014-10-01 06:30:44,
122.141.243.131,80,透明,HTTP,吉林省 长春市,5秒,2014-10-01 05:30:10,
221.182.62.115,9999,透明,HTTP,四川省 达州市,5秒,2014-10-01 04:00:08,
122.200.90.172,3128,透明,HTTP,北京市,9秒,2014-10-01 03:30:20,
180.168.208.117,8080,透明,HTTP,上海市,1秒,2014-10-01 02:30:28,
111.161.126.85,80,透明,HTTP,天津市,2秒,2014-10-01 01:30:16,
49.94.132.89,80,透明,HTTP,江苏省 南京市,7秒,2014-10-01 00:30:33,
122.72.120.45,80,透明,HTTP,,4秒,2014-09-30 23:30:23,
115.238.164.208,8080,透明,HTTP,浙江省 宁波市,5秒,2014-09-30 22:30:08,
113.119.123.30,9999,透明,HTTP,广东省 广州市,6秒,2014-09-30 21:30:57,
210.38.248.9,3129,透明,HTTP,广东省 茂名市,2秒,2014-09-30 20:30:43,
125.88.162.20,9999,透明,HTTP,广东省 广州市,5秒,2014-09-30 19:30:09,
101.251.238.123,8080,透明,HTTP,北京市,2秒,2014-09-30 18:30:08,
183.63.149.110,3128,透明,HTTP,广东省 广州市,3秒,2014-09-30 17:30:06,
222.246.232.55,80,透明,HTTP,湖南省 株洲市,8秒,2014-09-30 16:30:36,
221.204.223.183,54186,透明,HTTP,山西省 太原市,2秒,2014-09-30 15:30:05,
221.204.223.196,54186,透明,HTTP,山西省 太原市,5秒,2014-09-30 14:30:07,
220.231.32.195,3128,透明,HTTP,北京市,1秒,2014-09-30 13:30:36,
49.93.23.81,3128,透明,HTTP,江苏省 南京市,1秒,2014-09-30 12:26:52,
49.90.2.150,80,透明,HTTP,江苏省 南京市,15秒,2014-09-30 11:30:51,
221.238.204.57,808,透明,HTTP,天津市,13秒,2014-09-30 10:30:26,
49.93.227.80,3128,透明,HTTP,江苏省 南京市,11秒,2014-09-30 09:30:37,
183.224.12.75,80,透明,HTTP,云南省,5秒,2014-09-30 08:30:25,
210.75.14.157,80,透明,HTTP,广东省 深圳市,5秒,2014-09-30 07:30:09,
101.251.238.123,8080,透明,HTTP,北京市,5秒,2014-09-30 06:30:11,
112.126.68.55,8080,透明,HTTP,北京市,3秒,2014-09-30 05:30:07,
115.28.231.142,8888,透明,HTTP,北京市,11秒,2014-09-30 04:00:17,
202.118.236.130,7777,透明,HTTP,黑龙江省 哈尔滨市,10秒,2014-09-30 03:30:12,
221.204.223.183,54186,透明,HTTP,山西省 太原市,2秒,2014-09-30 02:30:06,
124.161.94.8,80,透明,HTTP,四川省 南充市,3秒,2014-09-30 01:30:16,
203.195.195.215,8888,透明,HTTP,广东省 深圳市,2秒,2014-09-30 00:30:07,
221.204.223.178,54186,透明,HTTP,山西省 太原市,5秒,2014-09-29 23:30:07,
117.177.242.146,80,透明,HTTP,四川省 内江市,6秒,2014-09-29 22:30:39,
221.204.223.178,54186,透明,HTTP,山西省 太原市,2秒,2014-09-29 21:30:21,
182.138.171.72,9999,透明,HTTP,四川省 成都市,2秒,2014-09-29 20:30:39,
183.232.108.38,80,透明,HTTP,广东省,8秒,2014-09-29 19:30:16,
111.13.2.139,80,透明,HTTP,北京市,9秒,2014-09-29 18:30:26,
111.13.2.130,80,透明,HTTP,北京市,15秒,2014-09-29 17:30:27,
58.253.238.242,80,透明,HTTP,广东省 肇庆市,6秒,2014-09-29 16:30:11,
36.42.138.208,80,透明,HTTP,陕西省 西安市,24秒,2014-09-29 15:30:58,
163.125.197.66,8888,透明,HTTP,广东省 深圳市,5秒,2014-09-29 14:30:41,
112.5.16.50,80,透明,HTTP,福建省 泉州市,3秒,2014-09-29 13:30:08,
49.90.24.2,80,透明,HTTP,江苏省 南京市,2秒,2014-09-29 12:28:17,
221.204.223.178,54186,透明,HTTP,山西省 太原市,5秒,2014-09-29 11:30:08,
58.252.0.25,9999,透明,HTTP,广东省 东莞市,5秒,2014-09-29 10:30:47,
42.62.2.52,8128,透明,HTTP,北京市,24秒,2014-09-29 09:30:27,
112.124.211.126,8081,透明,HTTP,浙江省 杭州市,17秒,2014-09-29 08:30:40,
210.75.14.158,80,透明,HTTP,广东省 深圳市,4秒,2014-09-29 07:30:12,
210.83.81.243,80,透明,HTTP,浙江省 宁波市,20秒,2014-09-29 06:30:23,
42.159.193.38,80,透明,HTTP,北京市,8秒,2014-09-29 05:30:13,
111.161.126.84,80,透明,HTTP,天津市,7秒,2014-09-29 04:30:10,
111.13.2.140,80,透明,HTTP,北京市,11秒,2014-09-29 03:30:29,
183.224.12.75,80,透明,HTTP,云南省,1秒,2014-09-29 02:30:28,
120.192.92.98,80,透明,HTTP,山东省 烟台市,2秒,2014-09-29 01:30:20,
221.5.69.51,80,透明,HTTP,广东省 肇庆市,6秒,2014-09-29 00:30:10,
113.200.68.26,9000,透明,HTTP,陕西省 西安市,3秒,2014-09-28 23:30:05,
119.90.36.42,80,透明,HTTP,北京市,5秒,2014-09-28 22:30:46,
61.157.126.37,18000,透明,HTTP,四川省,10秒,2014-09-28 21:30:12,
222.177.26.233,3128,透明,HTTP,重庆市,8秒,2014-09-28 20:30:10,
218.90.174.167,3128,透明,HTTP,江苏省 无锡市,3秒,2014-09-28 19:30:12,
116.204.94.29,8080,透明,HTTP,广东省 深圳市,3秒,2014-09-28 18:30:50,
111.161.126.85,80,透明,HTTP,天津市,3秒,2014-09-28 17:30:05,
114.112.192.195,3128,透明,HTTP,北京市,1秒,2014-09-28 16:30:15,
58.253.240.145,8080,透明,HTTP,广东省 云浮市,7秒,2014-09-28 15:00:56,
123.190.46.20,8080,透明,HTTP,辽宁省 丹东市,1秒,2014-09-28 14:30:39,
106.58.89.253,80,透明,HTTP,云南省 昆明市,29秒,2014-09-28 13:30:52,
113.57.230.83,80,透明,HTTP,湖北省 武汉市,10秒,2014-09-28 12:30:18,
36.250.69.4,80,透明,HTTP,福建省 厦门市,8秒,2014-09-28 11:30:11,
221.204.223.196,54186,透明,HTTP,山西省 太原市,2秒,2014-09-28 10:30:04,
58.253.240.145,8080,透明,HTTP,广东省 云浮市,2秒,2014-09-28 09:00:46,
183.40.97.134,3128,透明,HTTP,广东省 广州市,4秒,2014-09-28 08:06:03,
122.72.99.2,80,透明,HTTP,,6秒,2014-09-28 07:30:14,
58.248.81.11,9999,透明,HTTP,广东省 广州市,1秒,2014-09-28 06:30:04,
58.68.140.115,8080,透明,HTTP,北京市,2秒,2014-09-28 05:30:11,
119.4.115.51,8090,透明,HTTP,四川省 成都市,4秒,2014-09-28 04:30:07,
125.40.25.172,9999,透明,HTTP,河南省 郑州市,1秒,2014-09-28 03:31:02,
183.54.30.124,9999,透明,HTTP,广东省 深圳市,4秒,2014-09-28 02:00:35,
223.68.6.10,8000,透明,HTTP,江苏省 宿迁市,1秒,2014-09-28 01:30:10,
58.253.238.243,80,透明,HTTP,广东省 肇庆市,4秒,2014-09-28 00:30:58,
183.63.81.66,9999,透明,HTTP,广东省 广州市,4秒,2014-09-27 23:30:14,
14.18.16.67,80,透明,HTTP,广东省 广州市,1秒,2014-09-27 22:30:11,
183.232.108.38,80,透明,HTTP,广东省,1秒,2014-09-27 21:30:14,
183.63.149.110,3128,透明,HTTP,广东省 广州市,4秒,2014-09-27 20:30:14,
122.112.85.51,80,透明,HTTP,北京市,16秒,2014-09-27 19:30:32,
117.27.229.158,80,透明,HTTP,福建省,23秒,2014-09-27 18:30:32,
221.204.223.178,54186,透明,HTTP,山西省 太原市,5秒,2014-09-27 17:30:07,
123.138.68.170,9000,透明,HTTP,陕西省 西安市,1秒,2014-09-27 16:30:03,
122.72.99.2,80,透明,HTTP,,3秒,2014-09-27 15:30:06,
125.46.100.198,9999,透明,HTTP,河南省 三门峡市,2秒,2014-09-27 14:30:05,
124.78.18.77,8080,透明,HTTP,上海市,4秒,2014-09-27 13:30:48,
58.57.32.58,9999,透明,HTTP,山东省 临沂市,19秒,2014-09-27 12:30:21,
221.5.69.51,80,透明,HTTP,广东省 肇庆市,2秒,2014-09-27 11:30:05,
49.91.42.9,80,透明,HTTP,江苏省 南京市,29秒,2014-09-27 10:01:29,
183.129.161.28,3128,透明,HTTP,浙江省 杭州市,6秒,2014-09-27 09:30:13,
114.112.192.195,3128,透明,HTTP,北京市,5秒,2014-09-27 08:30:24,
221.204.223.187,54186,透明,HTTP,山西省 太原市,4秒,2014-09-27 07:30:07,
120.192.92.99,80,透明,HTTP,山东省 烟台市,10秒,2014-09-27 06:30:43,
111.161.126.83,8080,透明,HTTP,天津市,5秒,2014-09-27 05:30:07,
58.250.247.140,9999,透明,HTTP,广东省 深圳市,10秒,2014-09-27 04:00:52,
58.59.174.174,3128,透明,HTTP,广西壮族自治区南宁市,22秒,2014-09-27 03:31:02,
221.204.223.185,29416,透明,HTTP,山西省 太原市,1秒,2014-09-27 02:30:03,
112.95.18.221,9999,透明,HTTP,广东省 深圳市,1秒,2014-09-27 01:00:50,
123.150.68.130,80,透明,HTTP,天津市,1秒,2014-09-27 00:30:30,
120.197.53.198,8080,透明,HTTP,广东省 广州市,3秒,2014-09-26 23:30:33,
122.228.76.116,8080,透明,HTTP,浙江省 温州市,12秒,2014-09-26 22:30:15,
110.176.31.78,80,透明,HTTP,山西省 太原市,15秒,2014-09-26 21:30:30,
218.75.205.57,9999,透明,HTTP,湖南省 株洲市,4秒,2014-09-26 20:30:43,
122.112.4.132,8080,透明,HTTP,北京市,12秒,2014-09-26 19:30:14,
210.14.138.189,80,透明,HTTP,北京市,8秒,2014-09-26 18:30:15,
222.132.29.10,8080,透明,HTTP,山东省 潍坊市,12秒,2014-09-26 17:30:20,
113.87.34.212,9999,透明,HTTP,广东省 深圳市,3秒,2014-09-26 16:30:34,
58.194.180.176,3128,透明,HTTP,山东省 济南市,3秒,2014-09-26 15:30:30,
119.132.82.46,9999,透明,HTTP,广东省 珠海市,3秒,2014-09-26 14:30:40,
49.90.5.50,80,透明,HTTP,江苏省 南京市,36秒,2014-09-26 13:30:53,
122.72.28.119,80,透明,HTTP,,1秒,2014-09-26 12:30:04,
182.206.48.120,80,透明,HTTP,辽宁省 沈阳市,10秒,2014-09-26 11:05:40,
111.161.126.88,8080,透明,HTTP,天津市,2秒,2014-09-26 10:30:05,
49.91.12.54,3128,透明,HTTP,江苏省 南京市,16秒,2014-09-26 09:30:49,
36.228.117.235,80,透明,HTTP,台湾省,4秒,2014-09-26 08:30:38,
122.227.135.115,8085,透明,HTTP,浙江省 宁波市,11秒,2014-09-26 07:30:41,
118.244.213.6,3128,透明,HTTP,北京市,5秒,2014-09-26 06:30:09,
49.91.21.132,80,透明,HTTP,江苏省 南京市,23秒,2014-09-26 05:30:45,
202.101.96.154,8888,透明,HTTP,福建省 福州市,6秒,2014-09-26 04:30:08,
121.12.255.212,8086,透明,HTTP,广东省 中山市,6秒,2014-09-26 03:30:45,
221.204.223.196,54186,透明,HTTP,山西省 太原市,10秒,2014-09-26 02:30:13,
125.39.66.68,80,透明,HTTP,天津市,9秒,2014-09-26 01:30:18,
183.63.116.43,9999,透明,HTTP,广东省 广州市,1秒,2014-09-26 00:30:04,
58.253.238.243,80,透明,HTTP,广东省 肇庆市,7秒,2014-09-25 23:30:11,
223.68.6.10,8000,透明,HTTP,江苏省 宿迁市,3秒,2014-09-25 22:30:07,
221.182.62.115,9999,透明,HTTP,四川省 达州市,3秒,2014-09-25 21:30:05,
101.80.18.116,8080,透明,HTTP,上海市,8秒,2014-09-25 20:30:50,
110.189.92.2,3128,透明,HTTP,四川省 乐山市,11秒,2014-09-25 19:30:45,
202.104.188.94,3128,透明,HTTP,广东省 珠海市,5秒,2014-09-25 18:30:08,
60.12.119.120,80,透明,HTTP,浙江省 湖州市,9秒,2014-09-25 17:30:23,
60.191.203.76,3128,透明,HTTP,浙江省 金华市,11秒,2014-09-25 16:30:31,
221.228.210.202,8080,透明,HTTP,江苏省 无锡市,1秒,2014-09-25 15:30:09,
218.29.90.30,9999,透明,HTTP,河南省 郑州市,7秒,2014-09-25 14:30:10,
183.196.128.250,80,透明,HTTP,河北省 秦皇岛市,1秒,2014-09-25 13:30:08,
