IP,PORT,匿名度,类型,位置,响应速度,最后验证时间
218.108.168.69,80,高匿名,HTTP,浙江省 杭州市,1秒,2014-09-22 05:30:03,
112.96.28.46,80,高匿名,HTTP,广东省 广州市,16秒,2014-09-22 04:30:27,
114.47.163.52,8088,高匿名,HTTP,台湾省,6秒,2014-09-22 03:30:44,
58.116.137.250,8088,高匿名,HTTP,北京市,2秒,2014-09-22 02:30:43,
183.207.224.15,80,高匿名,HTTP,江苏省,2秒,2014-09-22 01:30:27,
222.66.115.233,80,高匿名,HTTP,上海市,2秒,2014-09-22 00:30:13,
183.136.221.6,3128,高匿名,HTTP,浙江省 杭州市,6秒,2014-09-21 23:30:16,
183.141.71.218,80,高匿名,HTTP,浙江省 嘉兴市,13秒,2014-09-21 22:30:18,
122.96.59.103,82,高匿名,HTTP,江苏省 南京市,1秒,2014-09-21 21:30:03,
122.96.59.103,83,高匿名,HTTP,江苏省 南京市,2秒,2014-09-21 20:30:10,
180.177.72.73,9064,高匿名,HTTP,台湾省,6秒,2014-09-21 19:30:21,
221.180.147.30,80,高匿名,HTTP,辽宁省 沈阳市,3秒,2014-09-21 18:30:06,
211.152.50.70,80,高匿名,HTTP,上海市,14秒,2014-09-21 17:30:23,
111.74.56.245,9000,高匿名,HTTP,江西省 赣州市,5秒,2014-09-21 16:30:19,
111.1.32.20,8088,高匿名,HTTP,浙江省 杭州市,2秒,2014-09-21 15:30:39,
111.205.122.222,80,高匿名,HTTP,北京市,2秒,2014-09-21 14:30:05,
61.143.158.226,808,高匿名,HTTP,广东省 揭阳市,4秒,2014-09-21 13:30:23,
111.1.32.122,81,高匿名,HTTP,浙江省 杭州市,13秒,2014-09-21 12:30:49,
106.3.40.249,8081,高匿名,HTTP,河南省 郑州市,12秒,2014-09-21 11:30:15,
122.96.59.107,80,高匿名,HTTP,江苏省 南京市,1秒,2014-09-21 10:30:04,
121.254.85.166,9064,高匿名,HTTP,台湾省,19秒,2014-09-21 09:30:48,
222.66.115.229,80,高匿名,HTTP,上海市,5秒,2014-09-21 08:30:14,
27.100.106.131,9064,高匿名,HTTP,台湾省,15秒,2014-09-21 07:30:37,
218.108.168.68,80,高匿名,HTTP,浙江省 杭州市,1秒,2014-09-21 06:30:03,
106.3.40.249,8081,高匿名,HTTP,河南省 郑州市,7秒,2014-09-21 05:30:27,
183.207.229.13,9000,高匿名,HTTP,江苏省 南京市,7秒,2014-09-21 04:30:12,
222.66.115.229,80,高匿名,HTTP,上海市,0.9秒,2014-09-21 03:30:13,
219.139.240.176,80,高匿名,HTTP,湖北省 武汉市,12秒,2014-09-21 02:30:16,
182.155.63.167,8088,高匿名,HTTP,台湾省,3秒,2014-09-21 01:04:09,
61.50.245.163,8888,高匿名,HTTP,北京市,15秒,2014-09-21 00:30:17,
122.96.59.103,82,高匿名,HTTP,江苏省 南京市,1秒,2014-09-20 23:30:04,
58.115.149.201,9064,高匿名,HTTP,台湾省,5秒,2014-09-20 22:30:28,
113.226.233.84,8088,高匿名,HTTP,辽宁省 大连市,8秒,2014-09-20 21:30:43,
113.57.230.49,81,高匿名,HTTP,湖北省 武汉市,15秒,2014-09-20 20:30:18,
180.150.178.23,80,高匿名,HTTP,北京市,12秒,2014-09-20 19:30:16,
203.195.182.151,808,高匿名,HTTP,广东省 深圳市,6秒,2014-09-20 18:30:25,
220.135.1.110,9064,高匿名,HTTP,台湾省,6秒,2014-09-20 17:30:23,
1.175.49.129,8088,高匿名,HTTP,台湾省,6秒,2014-09-20 16:30:34,
119.77.194.232,9064,高匿名,HTTP,台湾省,16秒,2014-09-20 15:30:49,
112.17.0.201,80,高匿名,HTTP,浙江省,3秒,2014-09-20 14:30:14,
222.161.70.126,8088,高匿名,HTTP,吉林省 长春市,12秒,2014-09-20 13:30:17,
182.234.151.113,9064,高匿名,HTTP,台湾省,20秒,2014-09-20 12:30:58,
183.60.98.66,80,高匿名,HTTP,广东省 惠州市,33秒,2014-09-20 11:30:48,
183.207.224.51,82,高匿名,HTTP,江苏省,9秒,2014-09-20 10:30:18,
203.68.182.64,9064,高匿名,HTTP,台湾省,4秒,2014-09-20 09:30:42,
211.149.149.124,443,高匿名,HTTP,四川省 成都市,8秒,2014-09-20 08:30:21,
58.251.78.71,8088,高匿名,HTTP,广东省 深圳市,15秒,2014-09-20 07:30:40,
220.137.132.231,9064,高匿名,HTTP,台湾省,2秒,2014-09-20 06:30:33,
222.87.19.62,8080,高匿名,HTTP,贵州省,3秒,2014-09-20 05:30:42,
211.76.51.51,9064,高匿名,HTTP,台湾省,2秒,2014-09-20 04:04:16,
114.46.59.126,9064,高匿名,HTTP,台湾省,1秒,2014-09-20 03:03:58,
49.158.120.176,8088,高匿名,HTTP,台湾省,6秒,2014-09-20 02:03:37,
61.137.156.62,8088,高匿名,HTTP,辽宁省 抚顺市,4秒,2014-09-20 01:09:15,
60.244.24.97,9064,高匿名,HTTP,台湾省,5秒,2014-09-20 00:30:32,
125.79.60.214,8585,高匿名,HTTP,福建省 漳州市,9秒,2014-09-19 23:30:38,
61.220.183.129,8088,高匿名,HTTP,台湾省,14秒,2014-09-19 22:30:27,
114.42.227.185,9064,高匿名,HTTP,台湾省,15秒,2014-09-19 21:30:54,
114.40.37.183,9064,高匿名,HTTP,台湾省,7秒,2014-09-19 20:30:36,
218.187.254.71,9064,高匿名,HTTP,台湾省,15秒,2014-09-19 19:30:37,
180.176.186.122,9064,高匿名,HTTP,台湾省,8秒,2014-09-19 18:30:46,
221.10.102.199,843,高匿名,HTTP,四川省 德阳市,12秒,2014-09-19 17:30:22,
112.17.0.204,80,高匿名,HTTP,浙江省,1秒,2014-09-19 16:30:27,
36.227.76.81,9064,高匿名,HTTP,台湾省,7秒,2014-09-19 15:30:57,
183.221.190.81,8123,高匿名,HTTP,四川省 资阳市,6秒,2014-09-19 14:30:24,
113.200.220.227,8123,高匿名,HTTP,陕西省 咸阳市,3秒,2014-09-19 13:30:11,
115.228.111.115,80,高匿名,HTTP,浙江省 嘉兴市,29秒,2014-09-19 12:30:40,
180.218.155.211,9064,高匿名,HTTP,台湾省,5秒,2014-09-19 11:30:37,
49.159.10.78,8088,高匿名,HTTP,台湾省,5秒,2014-09-19 10:04:43,
1.170.152.231,8088,高匿名,HTTP,台湾省,4秒,2014-09-19 09:03:46,
112.22.228.58,8123,高匿名,HTTP,江苏省 苏州市,1秒,2014-09-19 08:30:45,
59.175.137.83,88,高匿名,HTTP,湖北省 武汉市,4秒,2014-09-19 07:30:08,
115.29.247.115,8888,高匿名,HTTP,北京市,19秒,2014-09-19 06:01:05,
183.208.54.32,8123,高匿名,HTTP,江苏省 苏州市,5秒,2014-09-19 05:30:48,
182.45.175.61,8585,高匿名,HTTP,山东省 临沂市,0.6秒,2014-09-19 04:30:40,
120.193.146.92,80,高匿名,HTTP,内蒙古,4秒,2014-09-19 03:30:36,
183.209.111.44,8123,高匿名,HTTP,江苏省 苏州市,1秒,2014-09-19 02:00:42,
219.86.130.100,9064,高匿名,HTTP,台湾省,5秒,2014-09-19 01:00:54,
183.211.115.254,8123,高匿名,HTTP,江苏省 连云港市,2秒,2014-09-19 00:05:12,
220.136.19.48,9064,高匿名,HTTP,台湾省,1秒,2014-09-18 23:30:55,
118.161.167.253,9064,高匿名,HTTP,台湾省,3秒,2014-09-18 22:31:00,
119.186.139.141,8088,高匿名,HTTP,山东省 东营市,13秒,2014-09-18 21:09:07,
221.2.143.63,8088,高匿名,HTTP,山东省 威海市,3秒,2014-09-18 20:05:35,
58.253.161.146,8088,高匿名,HTTP,广东省 中山市,0.6秒,2014-09-18 19:09:22,
112.22.253.172,8123,高匿名,HTTP,江苏省 苏州市,6秒,2014-09-18 18:30:19,
183.211.83.167,8123,高匿名,HTTP,江苏省 苏州市,6秒,2014-09-18 17:30:11,
125.116.33.148,8585,高匿名,HTTP,浙江省 宁波市,11秒,2014-09-18 16:30:41,
203.80.144.4,80,高匿名,HTTP,福建省,6秒,2014-09-18 15:30:38,
115.52.175.67,8585,高匿名,HTTP,河南省 南阳市,13秒,2014-09-18 14:01:31,
117.80.87.180,8088,高匿名,HTTP,江苏省 苏州市,7秒,2014-09-18 13:30:35,
125.227.185.55,9064,高匿名,HTTP,台湾省,12秒,2014-09-18 12:30:50,
223.93.148.102,8088,高匿名,HTTP,浙江省 杭州市,1秒,2014-09-18 11:09:40,
111.123.55.178,8088,高匿名,HTTP,贵州省,7秒,2014-09-18 10:02:56,
118.165.12.52,8088,高匿名,HTTP,台湾省,1.0秒,2014-09-18 09:08:17,
183.141.72.12,80,高匿名,HTTP,浙江省 嘉兴市,19秒,2014-09-18 08:01:32,
123.193.152.147,9064,高匿名,HTTP,台湾省,13秒,2014-09-18 07:30:34,
112.22.13.41,8123,高匿名,HTTP,江苏省 苏州市,3秒,2014-09-18 06:30:47,
112.194.79.82,8088,高匿名,HTTP,四川省 德阳市,0.6秒,2014-09-18 05:09:22,
112.104.12.44,9064,高匿名,HTTP,台湾省,7秒,2014-09-18 04:04:03,
203.68.25.48,9064,高匿名,HTTP,台湾省,5秒,2014-09-18 03:31:23,
36.229.170.25,8088,高匿名,HTTP,台湾省,1秒,2014-09-18 02:03:14,
60.244.24.97,9064,高匿名,HTTP,台湾省,7秒,2014-09-18 01:00:59,
111.74.56.245,9000,高匿名,HTTP,江西省 赣州市,12秒,2014-09-18 00:30:24,
117.139.34.241,8123,高匿名,HTTP,四川省 成都市,2秒,2014-09-17 23:30:45,
171.35.144.34,8088,高匿名,HTTP,江西省 抚州市,1.0秒,2014-09-17 22:08:43,
117.83.76.167,8088,高匿名,HTTP,江苏省 苏州市,0.5秒,2014-09-17 21:07:59,
182.121.193.200,8088,高匿名,HTTP,河南省 洛阳市,1秒,2014-09-17 20:08:54,
171.37.103.205,8088,高匿名,HTTP,广西壮族自治区南宁市,2秒,2014-09-17 19:08:56,
114.243.19.213,8088,高匿名,HTTP,北京市,0.1秒,2014-09-17 18:08:35,
111.249.111.127,9064,高匿名,HTTP,台湾省,4秒,2014-09-17 17:30:45,
110.166.85.156,8088,高匿名,HTTP,青海省 西宁市,6秒,2014-09-17 16:09:17,
183.206.81.160,8088,高匿名,HTTP,江苏省 连云港市,0.7秒,2014-09-17 15:08:45,
182.88.93.14,8088,高匿名,HTTP,广西壮族自治区南宁市,0.6秒,2014-09-17 14:08:52,
49.159.186.37,8088,高匿名,HTTP,台湾省,1秒,2014-09-17 13:08:15,
125.230.188.26,9064,高匿名,HTTP,台湾省,3秒,2014-09-17 12:01:18,
221.0.99.235,8585,高匿名,HTTP,山东省 烟台市,5秒,2014-09-17 11:01:20,
221.169.204.3,9064,高匿名,HTTP,台湾省,5秒,2014-09-17 10:01:37,
218.161.115.213,8088,高匿名,HTTP,台湾省,1秒,2014-09-17 09:07:39,
36.227.71.133,8088,高匿名,HTTP,台湾省,1秒,2014-09-17 08:09:15,
183.203.12.166,80,高匿名,HTTP,山西省 太原市,3秒,2014-09-17 07:30:32,
111.240.46.40,8088,高匿名,HTTP,台湾省,0.8秒,2014-09-17 06:07:44,
36.226.131.97,9064,高匿名,HTTP,台湾省,2秒,2014-09-17 05:30:34,
49.115.20.191,8088,高匿名,HTTP,新疆,7秒,2014-09-17 04:01:51,
115.228.57.192,80,高匿名,HTTP,浙江省 嘉兴市,16秒,2014-09-17 03:06:54,
114.39.60.214,9064,高匿名,HTTP,台湾省,0.6秒,2014-09-17 02:09:37,
114.43.116.225,8088,高匿名,HTTP,台湾省,2秒,2014-09-17 01:06:16,
123.8.138.55,8088,高匿名,HTTP,河南省 焦作市,0.4秒,2014-09-17 00:01:35,
121.235.227.74,8088,高匿名,HTTP,江苏省 无锡市,1秒,2014-09-16 23:07:38,
121.229.97.203,8088,高匿名,HTTP,江苏省 南京市,4秒,2014-09-16 22:08:31,
112.113.242.46,8585,高匿名,HTTP,云南省,6秒,2014-09-16 21:30:54,
123.162.12.109,8088,高匿名,HTTP,河南省 商丘市,5秒,2014-09-16 20:07:44,
118.160.129.233,9064,高匿名,HTTP,台湾省,7秒,2014-09-16 19:30:47,
1.163.129.214,9064,高匿名,HTTP,台湾省,8秒,2014-09-16 18:01:04,
123.235.198.8,8088,高匿名,HTTP,山东省 青岛市,0.3秒,2014-09-16 17:01:53,
117.139.34.50,8123,高匿名,HTTP,四川省 成都市,1秒,2014-09-16 16:01:13,
218.173.191.12,9064,高匿名,HTTP,台湾省,1秒,2014-09-16 15:08:12,
182.86.45.85,8088,高匿名,HTTP,江西省 赣州市,3秒,2014-09-16 14:01:55,
118.248.54.140,8088,高匿名,HTTP,湖南省 邵阳市,0.8秒,2014-09-16 13:08:33,
124.160.251.140,8088,高匿名,HTTP,浙江省 杭州市,7秒,2014-09-16 12:08:24,
218.164.156.110,9064,高匿名,HTTP,台湾省,3秒,2014-09-16 11:30:44,
182.132.137.210,8088,高匿名,HTTP,四川省 雅安市,6秒,2014-09-16 10:02:20,
117.57.241.89,8585,高匿名,HTTP,安徽省 淮南市,8秒,2014-09-16 09:06:12,
183.141.70.252,80,高匿名,HTTP,浙江省 嘉兴市,1秒,2014-09-16 08:08:34,
115.234.190.193,8088,高匿名,HTTP,浙江省 温州市,0.4秒,2014-09-16 07:08:30,
1.162.101.70,8088,高匿名,HTTP,台湾省,9秒,2014-09-16 06:30:44,
180.177.16.55,9064,高匿名,HTTP,台湾省,23秒,2014-09-16 05:30:46,
123.205.54.134,9064,高匿名,HTTP,台湾省,11秒,2014-09-16 04:08:45,
171.36.132.69,8088,高匿名,HTTP,广西壮族自治区南宁市,0.7秒,2014-09-16 03:01:56,
111.252.90.153,9064,高匿名,HTTP,台湾省,8秒,2014-09-16 02:01:05,
115.228.63.207,80,高匿名,HTTP,浙江省 嘉兴市,1秒,2014-09-16 01:02:26,
61.47.167.83,8088,高匿名,HTTP,黑龙江省 大庆市,5秒,2014-09-16 00:01:13,
118.117.87.137,8088,高匿名,HTTP,四川省 绵阳市,2秒,2014-09-15 23:08:03,
42.101.209.30,8088,高匿名,HTTP,黑龙江省 七台河市,0.9秒,2014-09-15 22:07:46,
182.39.61.54,8088,高匿名,HTTP,山东省 聊城市,9秒,2014-09-15 21:01:10,
113.133.6.5,8088,高匿名,HTTP,陕西省 延安市,2秒,2014-09-15 20:02:42,
211.143.134.82,8080,高匿名,HTTP,河北省 张家口市,1秒,2014-09-15 19:30:52,
110.153.236.17,8088,高匿名,HTTP,新疆,18秒,2014-09-15 18:30:45,
183.209.119.139,8123,高匿名,HTTP,江苏省 苏州市,5秒,2014-09-15 17:30:37,
27.19.78.61,8088,高匿名,HTTP,湖北省 武汉市,0.7秒,2014-09-15 16:08:31,
183.208.223.43,8123,高匿名,HTTP,江苏省 苏州市,1秒,2014-09-15 15:30:59,
118.194.198.252,8080,高匿名,HTTP,北京市,9秒,2014-09-15 14:30:12,
115.148.54.212,8123,高匿名,HTTP,江西省 吉安市,4秒,2014-09-15 13:30:25,
36.224.128.120,9064,高匿名,HTTP,台湾省,2秒,2014-09-15 12:00:53,
218.0.183.252,8088,高匿名,HTTP,浙江省 绍兴市,5秒,2014-09-15 11:01:49,
123.232.134.174,8118,高匿名,HTTP,山东省 济南市,16秒,2014-09-15 10:30:38,
111.192.49.149,8088,高匿名,HTTP,北京市,1秒,2014-09-15 09:01:10,
115.228.60.177,80,高匿名,HTTP,浙江省 嘉兴市,24秒,2014-09-15 08:30:35,
223.68.58.14,8123,高匿名,HTTP,江苏省 宿迁市,7秒,2014-09-15 07:30:46,
183.141.168.208,80,高匿名,HTTP,浙江省 嘉兴市,6秒,2014-09-15 06:30:41,
112.24.83.85,8123,高匿名,HTTP,江苏省 连云港市,10秒,2014-09-15 05:30:35,
222.70.239.210,8088,高匿名,HTTP,上海市,13秒,2014-09-15 04:09:52,
113.75.72.102,1215,高匿名,HTTP,广东省 河源市,6秒,2014-09-15 03:00:56,
117.139.39.223,8123,高匿名,HTTP,四川省 成都市,7秒,2014-09-15 02:31:02,
182.40.173.175,8585,高匿名,HTTP,山东省 青岛市,15秒,2014-09-15 01:01:01,
39.181.65.53,8088,高匿名,HTTP,浙江省 杭州市,0.4秒,2014-09-15 00:02:51,
114.27.82.38,8088,高匿名,HTTP,台湾省,10秒,2014-09-14 23:30:44,
60.176.37.179,8088,高匿名,HTTP,浙江省 杭州市,4秒,2014-09-14 22:08:03,
114.227.1.70,1259,高匿名,HTTP,江苏省 常州市,11秒,2014-09-14 21:07:45,
27.188.207.172,8088,高匿名,HTTP,河北省 邯郸市,0.8秒,2014-09-14 20:01:34,
223.247.10.187,8088,高匿名,HTTP,安徽省 池州市,1秒,2014-09-14 19:07:40,
211.167.105.99,80,高匿名,HTTP,上海市,2秒,2014-09-14 18:30:07,
115.228.104.162,80,高匿名,HTTP,浙江省 嘉兴市,8秒,2014-09-14 17:01:16,
123.150.135.119,8088,高匿名,HTTP,天津市,0.3秒,2014-09-14 16:07:02,
113.140.200.87,8088,高匿名,HTTP,陕西省 安康市,3秒,2014-09-14 15:06:59,
116.55.192.81,8088,高匿名,HTTP,云南省 昆明市,6秒,2014-09-14 14:07:08,
111.11.228.9,81,高匿名,HTTP,西藏自治区拉萨市,1秒,2014-09-14 13:30:05,
120.38.105.22,8088,高匿名,HTTP,福建省 龙岩市,2秒,2014-09-14 12:01:54,
117.80.12.201,8088,高匿名,HTTP,江苏省 苏州市,1秒,2014-09-14 11:01:52,
111.127.0.82,8088,高匿名,HTTP,内蒙古 内蒙古自治区呼伦贝尔市,21秒,2014-09-14 10:01:44,
60.207.63.124,8118,高匿名,HTTP,北京市,0.1秒,2014-09-14 09:03:16,
60.55.43.74,80,高匿名,HTTP,浙江省 宁波市,4秒,2014-09-14 08:30:20,
124.193.40.187,8118,高匿名,HTTP,北京市,5秒,2014-09-14 07:30:41,
111.11.152.135,80,高匿名,HTTP,甘肃省 兰州市,4秒,2014-09-14 06:30:16,
112.104.8.98,8088,高匿名,HTTP,台湾省,8秒,2014-09-14 05:30:28,
112.114.42.162,8088,高匿名,HTTP,云南省 昭通市,8秒,2014-09-14 04:30:44,
221.10.153.186,8088,高匿名,HTTP,四川省 泸州市,0.5秒,2014-09-14 03:01:38,
60.251.141.115,8088,高匿名,HTTP,台湾省,2秒,2014-09-14 02:30:58,
115.228.56.239,80,高匿名,HTTP,浙江省 嘉兴市,18秒,2014-09-14 01:00:58,
218.35.138.209,8088,高匿名,HTTP,台湾省,4秒,2014-09-14 00:30:59,
180.153.32.9,8080,高匿名,HTTP,上海市,26秒,2014-09-13 23:30:36,
101.20.242.127,8088,高匿名,HTTP,河北省 廊坊市,9秒,2014-09-13 22:30:59,
42.48.133.13,8088,高匿名,HTTP,湖南省 株洲市,7秒,2014-09-13 21:08:30,
116.7.56.194,8088,高匿名,HTTP,广东省 深圳市,2秒,2014-09-13 20:08:27,
182.103.11.14,8088,高匿名,HTTP,江西省 南昌市,0.8秒,2014-09-13 19:07:34,
175.180.203.70,8088,高匿名,HTTP,台湾省,8秒,2014-09-13 18:17:13,
114.219.108.101,8088,高匿名,HTTP,江苏省 苏州市,1秒,2014-09-13 17:07:54,
59.52.202.166,8088,高匿名,HTTP,江西省 南昌市,0.3秒,2014-09-13 16:01:43,
111.240.213.155,8088,高匿名,HTTP,台湾省,9秒,2014-09-13 15:08:02,
183.209.100.127,8123,高匿名,HTTP,江苏省 苏州市,2秒,2014-09-13 14:30:46,
180.150.178.21,80,高匿名,HTTP,北京市,20秒,2014-09-13 13:30:41,
111.248.132.45,8088,高匿名,HTTP,台湾省,0.9秒,2014-09-13 12:03:08,
124.130.29.102,8585,高匿名,HTTP,山东省 临沂市,0.2秒,2014-09-13 11:02:19,
117.30.160.201,8088,高匿名,HTTP,福建省 厦门市,2秒,2014-09-13 10:06:27,
120.194.73.8,8088,高匿名,HTTP,河南省,0.5秒,2014-09-13 09:31:05,
101.4.60.46,80,高匿名,HTTP,北京市,7秒,2014-09-13 08:30:17,
117.146.116.69,80,高匿名,HTTP,北京市,5秒,2014-09-13 07:30:18,
115.218.178.225,8888,高匿名,HTTP,浙江省 温州市,3秒,2014-09-13 06:30:47,
183.223.177.184,8123,高匿名,HTTP,四川省 广安市,5秒,2014-09-13 05:30:30,
183.140.160.113,80,高匿名,HTTP,浙江省 嘉兴市,2秒,2014-09-13 04:09:03,
111.248.87.94,8088,高匿名,HTTP,台湾省,1秒,2014-09-13 03:01:10,
36.47.28.140,8088,高匿名,HTTP,陕西省 西安市,13秒,2014-09-13 02:31:10,
117.69.22.191,8088,高匿名,HTTP,安徽省 淮南市,0.5秒,2014-09-13 01:02:23,
223.86.41.203,8123,高匿名,HTTP,四川省 攀枝花市,8秒,2014-09-13 00:30:41,
111.11.228.10,80,高匿名,HTTP,西藏自治区拉萨市,1秒,2014-09-12 23:30:05,
183.207.229.140,8090,高匿名,HTTP,江苏省 南京市,2秒,2014-09-12 22:30:05,
42.51.4.25,80,高匿名,HTTP,河南省 郑州市,4秒,2014-09-12 21:30:38,
183.238.17.126,3128,高匿名,HTTP,广东省 深圳市,16秒,2014-09-12 20:30:18,
27.224.203.252,8088,高匿名,HTTP,甘肃省 金昌市,3秒,2014-09-12 19:02:24,
183.206.66.139,8088,高匿名,HTTP,江苏省 连云港市,5秒,2014-09-12 18:08:32,
106.80.43.210,8088,高匿名,HTTP,重庆市,0.7秒,2014-09-12 17:02:33,
113.134.51.216,8585,高匿名,HTTP,陕西省 西安市,10秒,2014-09-12 16:30:59,
118.232.3.8,8088,高匿名,HTTP,台湾省,6秒,2014-09-12 15:01:03,
117.177.243.13,80,高匿名,HTTP,四川省 内江市,8秒,2014-09-12 14:30:21,
111.13.109.53,80,高匿名,HTTP,北京市,2秒,2014-09-12 13:30:06,
116.53.199.71,8088,高匿名,HTTP,云南省 昆明市,8秒,2014-09-12 12:08:38,
110.6.196.123,8585,高匿名,HTTP,内蒙古 内蒙古自治区赤峰市,18秒,2014-09-12 11:30:59,
124.164.244.46,808,高匿名,HTTP,山西省 晋城市,0.4秒,2014-09-12 10:02:17,
36.60.140.222,3128,高匿名,HTTP,安徽省 合肥市,5秒,2014-09-12 09:31:00,
125.123.84.236,80,高匿名,HTTP,浙江省 嘉兴市,28秒,2014-09-12 08:30:46,
60.13.74.183,82,高匿名,HTTP,海南省 海口市,0.4秒,2014-09-12 07:30:09,
115.28.85.240,8088,高匿名,HTTP,北京市,8秒,2014-09-12 06:30:45,
101.231.217.196,80,高匿名,HTTP,上海市,7秒,2014-09-12 05:30:56,
58.215.142.208,80,高匿名,HTTP,江苏省 无锡市,0.9秒,2014-09-12 04:30:47,
60.5.47.193,8585,高匿名,HTTP,河北省 邯郸市,0.2秒,2014-09-12 03:03:37,
36.233.238.67,8088,高匿名,HTTP,台湾省,10秒,2014-09-12 02:07:06,
120.198.243.142,80,高匿名,HTTP,广东省,8秒,2014-09-12 01:30:39,
211.166.8.27,80,高匿名,HTTP,北京市,3秒,2014-09-12 00:30:42,
117.121.21.222,80,高匿名,HTTP,北京市,4秒,2014-09-11 23:30:07,
120.12.87.184,8088,高匿名,HTTP,河北省 张家口市,6秒,2014-09-11 22:03:33,
180.117.11.237,8088,高匿名,HTTP,江苏省 苏州市,1秒,2014-09-11 21:06:45,
112.81.193.220,8088,高匿名,HTTP,江苏省 无锡市,1秒,2014-09-11 20:07:08,
58.30.231.153,80,高匿名,HTTP,北京市,15秒,2014-09-11 19:30:28,
106.4.225.16,8088,高匿名,HTTP,江西省 南昌市,4秒,2014-09-11 18:02:53,
118.232.137.37,8088,高匿名,HTTP,台湾省,15秒,2014-09-11 17:30:35,
183.140.149.49,8585,高匿名,HTTP,浙江省 嘉兴市,6秒,2014-09-11 16:30:48,
220.185.102.31,80,高匿名,HTTP,浙江省 嘉兴市,5秒,2014-09-11 15:07:26,
1.202.27.198,8118,高匿名,HTTP,北京市,10秒,2014-09-11 14:30:44,
182.35.220.82,8585,高匿名,HTTP,山东省 德州市,12秒,2014-09-11 13:30:39,
182.90.24.98,8088,高匿名,HTTP,广西壮族自治区梧州市,1秒,2014-09-11 12:01:35,
49.68.12.48,8088,高匿名,HTTP,江苏省 徐州市,2秒,2014-09-11 11:30:40,
113.214.13.1,8000,高匿名,HTTP,浙江省 杭州市,10秒,2014-09-11 10:30:13,
183.141.71.229,80,高匿名,HTTP,浙江省 嘉兴市,0.9秒,2014-09-11 09:07:16,
111.193.173.26,8585,高匿名,HTTP,北京市,10秒,2014-09-11 08:30:35,
112.25.133.3,8123,高匿名,HTTP,江苏省 苏州市,7秒,2014-09-11 07:30:37,
111.11.152.135,80,高匿名,HTTP,甘肃省 兰州市,1秒,2014-09-11 06:30:15,
112.20.117.42,8123,高匿名,HTTP,江苏省 苏州市,2秒,2014-09-11 05:30:29,
183.208.46.73,8123,高匿名,HTTP,江苏省 苏州市,2秒,2014-09-11 04:30:32,
115.228.107.221,80,高匿名,HTTP,浙江省 嘉兴市,2秒,2014-09-11 03:02:31,
211.138.121.37,83,高匿名,HTTP,浙江省 杭州市,2秒,2014-09-11 02:30:11,
112.0.110.207,8123,高匿名,HTTP,江苏省 无锡市,0.2秒,2014-09-11 01:10:06,
116.1.255.59,8088,高匿名,HTTP,广西壮族自治区南宁市,7秒,2014-09-11 00:30:54,
183.230.53.178,8123,高匿名,HTTP,重庆市,8秒,2014-09-10 23:30:15,
112.20.225.225,8088,高匿名,HTTP,江苏省 宿迁市,8秒,2014-09-10 22:30:55,
183.207.229.139,80,高匿名,HTTP,江苏省,2秒,2014-09-10 21:30:05,
111.13.109.54,80,高匿名,HTTP,北京市,6秒,2014-09-10 20:30:10,
183.140.165.198,80,高匿名,HTTP,浙江省 嘉兴市,15秒,2014-09-10 19:30:58,
183.221.184.227,8123,高匿名,HTTP,四川省 资阳市,14秒,2014-09-10 18:30:18,
125.123.103.111,8088,高匿名,HTTP,浙江省 嘉兴市,6秒,2014-09-10 17:02:34,
183.158.186.169,8088,高匿名,HTTP,浙江省 杭州市,0.4秒,2014-09-10 16:03:10,
124.118.184.128,8088,高匿名,HTTP,新疆,3秒,2014-09-10 15:07:04,
203.195.192.168,8888,高匿名,HTTP,广东省 深圳市,19秒,2014-09-10 14:30:33,
112.3.139.18,8123,高匿名,HTTP,江苏省 连云港市,6秒,2014-09-10 13:30:41,
125.115.184.132,3128,高匿名,HTTP,浙江省 宁波市,30秒,2014-09-10 12:01:07,
112.231.48.240,8585,高匿名,HTTP,山东省 济南市,3秒,2014-09-10 11:30:38,
171.15.132.153,8080,高匿名,HTTP,河南省 郑州市,10秒,2014-09-10 10:30:45,
180.218.91.86,8088,高匿名,HTTP,台湾省,7秒,2014-09-10 09:02:45,
125.123.84.146,80,高匿名,HTTP,浙江省 嘉兴市,30秒,2014-09-10 08:30:59,
27.44.6.135,8088,高匿名,HTTP,广东省 东莞市,4秒,2014-09-10 07:30:44,
116.114.22.107,80,高匿名,HTTP,内蒙古 内蒙古自治区呼和浩特市,4秒,2014-09-10 06:30:26,
27.198.241.233,8585,高匿名,HTTP,山东省 济宁市,7秒,2014-09-10 05:30:40,
112.24.145.16,8123,高匿名,HTTP,江苏省 无锡市,3秒,2014-09-10 04:30:37,
112.24.78.166,8123,高匿名,HTTP,江苏省 连云港市,1秒,2014-09-10 03:30:41,
122.96.59.106,80,高匿名,HTTP,江苏省 南京市,1秒,2014-09-10 02:30:03,
119.183.70.39,8088,高匿名,HTTP,山东省 日照市,0.3秒,2014-09-10 01:05:17,
112.3.205.230,8088,高匿名,HTTP,江苏省 苏州市,7秒,2014-09-10 00:30:50,
115.228.63.107,80,高匿名,HTTP,浙江省 嘉兴市,15秒,2014-09-09 23:30:30,
218.35.158.206,8088,高匿名,HTTP,台湾省,2秒,2014-09-09 22:30:59,
